0.1293 0.0521 0.1817 0.0016 0.0154 0.2406 0.1673 0.0244 0.0901 0.0975 
0.0931 0.0078 0.2129 0.0663 0.1516 0.0965 0.1900 0.0009 0.0872 0.0937 
0.0431 0.1198 0.0082 0.0317 0.2386 0.0221 0.0809 0.0936 0.2380 0.1240 
0.2169 0.1401 0.1577 0.0505 0.1189 0.0038 0.0940 0.1174 0.0144 0.0863 
0.0006 0.1608 0.0213 0.0442 0.1201 0.1856 0.1248 0.0903 0.0410 0.2113 
0.0244 0.2444 0.1718 0.1247 0.0993 0.0467 0.0073 0.1438 0.0592 0.0784 
0.1528 0.1632 0.1251 0.1764 0.0914 0.0058 0.0429 0.0904 0.0373 0.1147 
0.0548 0.0816 0.0641 0.1873 0.0002 0.0196 0.1036 0.0456 0.3278 0.1154 
0.2264 0.0208 0.0009 0.1752 0.0387 0.2417 0.0679 0.1567 0.0254 0.0463 
0.0586 0.0094 0.0563 0.1421 0.1258 0.1376 0.1213 0.2369 0.0796 0.0324 


1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.1293 0.0521 0.1817 0.0016 0.0154 0.2406 0.1673 0.0244 0.0901 0.0975 
0.0886 0.1225 0.1061 0.1039 0.1102 0.0909 0.0777 0.1098 0.0986 0.0916 
0.0978 0.0973 0.0994 0.0977 0.1023 0.0996 0.1034 0.0966 0.1040 0.1018 
0.1003 0.1001 0.0990 0.1007 0.1001 0.1008 0.0994 0.1010 0.0987 0.1000 
0.0998 0.1001 0.1003 0.1000 0.0998 0.0998 0.1001 0.0999 0.1001 0.1000 
0.1000 0.1000 0.1000 0.1000 0.1001 0.1000 0.1000 0.1000 0.1000 0.1000 
Equal state : 6
