0.2169 0.0288 0.1061 0.0223 0.1921 0.0983 0.1131 0.0509 0.1657 0.0058 
0.1096 0.0087 0.0229 0.0817 0.0470 0.1166 0.1285 0.1995 0.1384 0.1471 
0.0116 0.0993 0.0996 0.2200 0.0848 0.1244 0.0016 0.0128 0.2263 0.1196 
0.0232 0.1371 0.1387 0.0001 0.0945 0.1057 0.0554 0.1660 0.0974 0.1819 
0.1051 0.1922 0.1217 0.0530 0.0764 0.0198 0.0558 0.0937 0.0005 0.2818 
0.0714 0.0059 0.1504 0.0333 0.0809 0.1168 0.2672 0.2167 0.0352 0.0222 
0.0038 0.1266 0.1766 0.0883 0.0496 0.1324 0.0810 0.0284 0.2289 0.0844 
0.1149 0.2021 0.1096 0.2109 0.0045 0.0769 0.0749 0.0669 0.0546 0.0847 
0.1558 0.0676 0.0735 0.0172 0.2547 0.2070 0.1489 0.0237 0.0515 0.0001 
0.1877 0.1317 0.0009 0.2732 0.1155 0.0021 0.0736 0.1414 0.0015 0.0724 


1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.2169 0.0288 0.1061 0.0223 0.1921 0.0983 0.1131 0.0509 0.1657 0.0058 
0.1123 0.0942 0.1132 0.0691 0.1255 0.1087 0.1047 0.0725 0.1069 0.0928 
0.1014 0.0969 0.1009 0.0971 0.1040 0.1004 0.1015 0.0962 0.1015 0.1001 
0.1002 0.1000 0.1003 0.0996 0.1007 0.0999 0.1000 0.0993 0.1000 0.1001 
0.1000 0.1000 0.1000 0.1000 0.1001 0.1000 0.1000 0.1000 0.1000 0.1001 
0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 0.1000 
Equal state : 6
