0.4000 0.5000 0.1000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.0000 0.4000 0.5000 0.1000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.4000 0.5000 0.1000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.4000 0.5000 0.1000 0.0000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.4000 0.5000 0.1000 0.0000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0000 0.4000 0.5000 0.1000 0.0000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.4000 0.5000 0.1000 0.0000 
0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.4000 0.5000 0.1000 
0.1000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.4000 0.5000 
0.5000 0.1000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.4000 

1.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.4000 0.5000 0.1000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 0.0000 
0.1600 0.4000 0.3300 0.1000 0.0100 0.0000 0.0000 0.0000 0.0000 0.0000 
0.0640 0.2400 0.3480 0.2450 0.0870 0.0150 0.0010 0.0000 0.0000 0.0000 
0.0256 0.1280 0.2656 0.2960 0.1921 0.0740 0.0166 0.0020 0.0001 0.0000 
0.0103 0.0640 0.1728 0.2640 0.2514 0.1553 0.0629 0.0165 0.0027 0.0003 
0.0045 0.0308 0.1021 0.1984 0.2498 0.2142 0.1279 0.0536 0.0156 0.0031 
0.0049 0.0149 0.0567 0.1335 0.2094 0.2304 0.1832 0.1068 0.0458 0.0144 
0.0137 0.0098 0.0306 0.0832 0.1562 0.2102 0.2095 0.1574 0.0900 0.0393 
0.0342 0.0147 0.0185 0.0496 0.1071 0.1705 0.2045 0.1887 0.1357 0.0765 
0.0655 0.0306 0.0182 0.0306 0.0695 0.1267 0.1778 0.1948 0.1691 0.1173 
0.1017 0.0567 0.0291 0.0244 0.0449 0.0885 0.1414 0.1795 0.1828 0.1509 
0.1344 0.0887 0.0502 0.0300 0.0331 0.0603 0.1053 0.1513 0.1770 0.1697 
0.1563 0.1197 0.0779 0.0460 0.0332 0.0437 0.0756 0.1192 0.1570 0.1715 
0.1640 0.1432 0.1066 0.0693 0.0441 0.0387 0.0554 0.0898 0.1300 0.1590 
0.1581 0.1552 0.1306 0.0953 0.0629 0.0444 0.0459 0.0675 0.1024 0.1376 
0.1423 0.1549 0.1456 0.1190 0.0859 0.0588 0.0469 0.0544 0.0793 0.1130 
0.1213 0.1444 0.1499 0.1359 0.1084 0.0784 0.0567 0.0511 0.0636 0.0903 
0.1000 0.1275 0.1443 0.1438 0.1263 0.0991 0.0727 0.0566 0.0566 0.0730 
0.0822 0.1083 0.1315 0.1424 0.1368 0.1172 0.0913 0.0689 0.0582 0.0632 
0.0703 0.0907 0.1150 0.1335 0.1391 0.1295 0.1088 0.0849 0.0669 0.0613 
0.0655 0.0776 0.0984 0.1200 0.1339 0.1347 0.1222 0.1013 0.0801 0.0665 
0.0674 0.0704 0.0847 0.1049 0.1234 0.1328 0.1296 0.1151 0.0949 0.0768 
0.0748 0.0695 0.0758 0.0914 0.1103 0.1253 0.1306 0.1241 0.1085 0.0897 
0.0856 0.0742 0.0726 0.0814 0.0974 0.1144 0.1259 0.1275 0.1185 0.1025 
0.0974 0.0827 0.0747 0.0763 0.0869 0.1026 0.1173 0.1254 0.1237 0.1130 
0.1078 0.0931 0.0810 0.0761 0.0804 0.0921 0.1069 0.1191 0.1239 0.1196 
0.1153 0.1031 0.0897 0.0803 0.0783 0.0846 0.0969 0.1103 0.1198 0.1217 
0.1190 0.1111 0.0990 0.0873 0.0804 0.0810 0.0889 0.1010 0.1127 0.1196 
0.1187 0.1159 0.1070 0.0955 0.0857 0.0814 0.0841 0.0930 0.1045 0.1143 
0.1151 0.1171 0.1126 0.1033 0.0927 0.0849 0.0829 0.0874 0.0967 0.1073 
0.1093 0.1151 0.1151 0.1093 0.1000 0.0907 0.0849 0.0849 0.0907 0.1000 
0.1028 0.1107 0.1145 0.1128 0.1062 0.0972 0.0893 0.0855 0.0872 0.0938 
0.0967 0.1051 0.1114 0.1135 0.1103 0.1033 0.0949 0.0886 0.0865 0.0897 
0.0922 0.0994 0.1068 0.1116 0.1120 0.1078 0.1006 0.0932 0.0884 0.0880 
0.0897 0.0946 0.1016 0.1080 0.1113 0.1103 0.1054 0.0984 0.0920 0.0887 
0.0894 0.0916 0.0969 0.1035 0.1087 0.1106 0.1084 0.1031 0.0965 0.0913 
0.0911 0.0905 0.0935 0.0990 0.1049 0.1089 0.1095 0.1065 0.1010 0.0951 
0.0941 0.0913 0.0918 0.0954 0.1008 0.1059 0.1087 0.1082 0.1046 0.0992 
0.0977 0.0935 0.0917 0.0932 0.0972 0.1023 0.1065 0.1083 0.1068 0.1028 
0.1012 0.0965 0.0932 0.0925 0.0946 0.0988 0.1035 0.1068 0.1075 0.1054 
0.1039 0.0997 0.0957 0.0932 0.0934 0.0961 0.1003 0.1043 0.1068 0.1066 
0.1055 0.1025 0.0985 0.0951 0.0936 0.0945 0.0975 0.1015 0.1049 0.1064 
0.1059 0.1044 0.1012 0.0975 0.0948 0.0941 0.0956 0.0988 0.1025 0.1052 
0.1052 0.1052 0.1033 0.1001 0.0968 0.0948 0.0948 0.0967 0.0999 0.1032 
0.1037 0.1050 0.1044 0.1022 0.0991 0.0963 0.0950 0.0956 0.0978 0.1009 
0.1017 0.1039 0.1047 0.1036 0.1012 0.0983 0.0961 0.0953 0.0964 0.0988 
0.0997 0.1023 0.1040 0.1042 0.1027 0.1003 0.0977 0.0960 0.0958 0.0973 
0.0981 0.1005 0.1027 0.1039 0.1036 0.1019 0.0995 0.0973 0.0961 0.0964 
0.0971 0.0989 0.1012 0.1030 0.1036 0.1029 0.1011 0.0988 0.0970 0.0964 
0.0967 0.0977 0.0996 0.1017 0.1031 0.1033 0.1023 0.1004 0.0983 0.0969 
0.0970 0.0971 0.0984 0.1002 0.1020 0.1030 0.1029 0.1016 0.0998 0.0980 
0.0978 0.0971 0.0976 0.0990 0.1008 0.1022 0.1029 0.1024 0.1010 0.0992 
0.0988 0.0977 0.0974 0.0981 0.0996 0.1012 0.1023 0.1026 0.1019 0.1004 
0.0999 0.0985 0.0977 0.0977 0.0986 0.1001 0.1015 0.1023 0.1023 0.1014 
0.1009 0.0995 0.0983 0.0978 0.0981 0.0991 0.1005 0.1017 0.1022 0.1019 
0.1015 0.1004 0.0992 0.0982 0.0980 0.0985 0.0996 0.1008 0.1018 0.1020 
0.1018 0.1011 0.1000 0.0989 0.0982 0.0982 0.0989 0.1000 0.1011 0.1018 
0.1017 0.1015 0.1008 0.0997 0.0987 0.0983 0.0985 0.0992 0.1003 0.1013 
0.1013 0.1016 0.1013 0.1004 0.0994 0.0987 0.0984 0.0987 0.0996 0.1006 
0.1008 0.1014 0.1014 0.1010 0.1001 0.0992 0.0986 0.0986 0.0990 0.0999 
0.1002 0.1009 0.1013 0.1012 0.1007 0.0998 0.0991 0.0987 0.0988 0.0993 
0.0996 0.1004 0.1010 0.1013 0.1010 0.1004 0.0996 0.0990 0.0987 0.0990 
0.0992 0.0999 0.1006 0.1011 0.1011 0.1008 0.1001 0.0994 0.0989 0.0989 
0.0990 0.0994 0.1001 0.1007 0.1010 0.1010 0.1006 0.0999 0.0993 0.0990 
0.0990 0.0992 0.0996 0.1003 0.1008 0.1010 0.1008 0.1004 0.0997 0.0992 
0.0992 0.0991 0.0993 0.0998 0.1004 0.1008 0.1009 0.1007 0.1002 0.0996 
0.0995 0.0992 0.0992 0.0995 0.1000 0.1005 0.1008 0.1008 0.1005 0.1000 
0.0998 0.0994 0.0992 0.0993 0.0997 0.1002 0.1006 0.1008 0.1007 0.1003 
0.1002 0.0997 0.0994 0.0993 0.0995 0.0998 0.1003 0.1006 0.1007 0.1005 
0.1004 0.1000 0.0996 0.0994 0.0994 0.0996 0.1000 0.1004 0.1006 0.1006 
0.1005 0.1003 0.0999 0.0996 0.0994 0.0995 0.0997 0.1001 0.1004 0.1006 
0.1006 0.1004 0.1002 0.0998 0.0995 0.0994 0.0996 0.0998 0.1002 0.1005 
0.1005 0.1005 0.1003 0.1000 0.0997 0.0995 0.0995 0.0997 0.1000 0.1003 
0.1003 0.1005 0.1004 0.1002 0.0999 0.0997 0.0995 0.0996 0.0998 0.1001 
0.1001 0.1003 0.1004 0.1004 0.1001 0.0999 0.0997 0.0996 0.0996 0.0999 
0.0999 0.1002 0.1004 0.1004 0.1003 0.1001 0.0998 0.0996 0.0996 0.0997 
0.0998 0.1000 0.1002 0.1004 0.1003 0.1002 0.1000 0.0998 0.0996 0.0997 
0.0997 0.0999 0.1001 0.1003 0.1003 0.1003 0.1001 0.0999 0.0997 0.0997 
